,X1,X2,Y
0,-0.705324000378682,0.6867334422301148,-0.04665712050874449
1,0.901138727505642,-0.4288532860344165,2.7688966331440312
2,-0.4922656749378387,0.46698721882970484,1.048293140384473
3,0.5865610728379995,0.9259130817967045,1.366718698399926
4,-0.35989914623611474,-0.2341902698635865,0.5500440574493355
5,0.9837811789426734,-0.2512053012297293,2.222489741919855
6,0.6075783731160944,0.7089028874614436,1.613243632577242
7,-0.23689474196403326,0.15982274776826322,3.0268253461707992
8,-0.29827688747585324,0.8389866949226945,0.44586647403098034
9,0.5489173642308918,-0.8537054500864711,-1.333549315310033
10,-0.2557538179335408,0.17839372279371601,3.5654124931074245
11,0.2766535549247149,0.4688934716267623,2.0697389353847186
12,-0.13380906464671294,-0.11328729019582928,1.3238670185641364
13,0.6936107291593543,0.42797147129700774,2.201470351489202
14,0.2591125844803033,0.4763690526604287,0.6832484915046947
15,0.209980220270636,-0.9124544204671667,2.6374771719106223
16,-0.8409460072460344,-0.2623835720852288,-0.962321700425683
17,0.7089614940146267,-0.5691900449263614,-0.17806291047676592
18,-0.008329159947802145,-0.13837613689772388,1.0230395901280167
19,-0.2608216247178332,-0.4369623275470931,0.8887257068582556
20,-0.12964936740494748,0.6119292705673649,1.2507279402298193
21,0.051511282046396545,0.8111604507293058,2.3968717263504837
22,0.09893361914354193,-0.20570509993473896,0.6519179059578005
23,0.41997510224822854,-0.21821822638673738,1.22334277673917
24,-0.6454864850639088,0.2627650155888279,2.158694404209557
25,0.32929321185825056,-0.4339008669374216,1.6338826512255404
26,-0.764035402248473,-0.17761535489883906,-0.8352318079375606
27,0.37216094828705426,0.7139332765210666,-0.3858106451891117
28,-0.11693510342318492,0.8424698289229675,4.06804291517853
29,0.7265713133744485,0.26474351667545926,1.3026026582104258
30,-0.48168541306801194,-0.875310688435277,0.2799515462436959
31,0.45207637105622944,0.4615802795966679,-0.04424501958787741
32,0.5153613558368619,0.8107751790129205,2.219473754027569
33,-0.48761603335145365,-0.5160747165666875,1.5807571099008018
34,-0.3112669700413633,-0.02362331157433517,2.5891420447286917
35,-0.43388301546516606,0.658926420242314,0.9747755957995711
36,-0.8175874140878232,0.8625629892025408,1.9439284081849966
37,0.8454081953234618,0.33558217458590334,3.073041165639524
38,-0.11401425316728098,-0.031705624661855225,0.5001947811055537
39,0.9487631010408422,0.6302739501221257,3.533982068923937
40,0.3936635599573677,-0.41766090821309887,-0.29775453761270276
41,0.3944489589596287,0.4397359068063844,0.9747300907017128
42,0.7302386807044756,-0.3040164684295614,0.8368595971171193
43,0.04198174880443628,0.15370636290005923,-0.031716106066609795
44,0.01712301086196577,-0.6055645901159579,-0.769066935320621
45,-0.52140037023845,0.3522864924032352,0.7964511911793589
46,-0.2667694816553172,0.6194429654091842,1.1006701655905846
47,0.5725716995526429,0.22507611789625703,1.0036855673111906
48,-0.95033008653572,0.3079974272036732,0.08520310247794236
49,0.14893187318267054,-0.7725734715441959,-0.0917083744629103
50,0.9654831039024567,-0.014390272137805082,3.38992693571395
51,0.7190355650551803,-0.11698453097590411,0.9850331714089513
52,0.18691607559325485,0.37260844251838865,1.3442907654121854
53,0.214869232553071,0.9926579234816741,1.9866857408403735
54,0.6120073165600723,0.49182038183444976,1.7723744417895906
55,0.7378086958734296,0.968992984169154,2.5062437322339717
56,0.5462418518754917,-0.22497352879355126,0.1684914701781728
57,0.6623838032855509,-0.5847825916213836,0.5942787090391302
58,-0.1648089895506093,0.10642204239532371,0.8530234374790151
59,0.6054397674702829,-0.706382827083939,-1.0604753687023925
60,0.32534651172145845,-0.9313756741694801,-0.429752395233562
61,0.3278866530758697,-0.9611466579767611,1.6668548460925052
62,-0.4584473502577642,-0.046575074616094225,0.782729003726214
63,-0.29224923916241363,0.7571991340577144,1.2553040546200367
64,0.7092854751190767,-0.1582329670245337,2.995608361293116
