X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.6570945147485476,-0.07012208733318848,0.7851290295733939,-0.75444180516243,-0.015371720951565138,0.24692885409042642,0.19775465964798977,0.1714486238402162,-0.6661688916716675,0.7809806471374101,2.4917127224632596
-0.54227958611225,0.6078765679426466,0.299140503293311,-0.30565683273930033,0.7425611627005981,0.18182121420228015,0.8874729808614348,-0.843542997227122,-0.6326464297656951,-0.23379373977517703,12.025012919549662
0.3244265318596802,-0.585373843581541,0.9920371904748146,-0.04680222046007265,0.43823921115484743,-0.653314085432368,0.9870345652743016,0.5291934048478988,-0.07984693203122295,0.6097324428628594,13.802084068348723
0.1045173608585448,-0.216143744262967,0.5871971414793371,0.16331597991514912,-0.19104057517659667,-0.5586687907773751,-0.18717669207595167,0.8336774602770674,0.9055764860576601,-0.7882937114279172,0.8322347477826005
-0.938814978387783,-0.6883720274210208,-0.44737586139773367,0.11395142988177076,-0.7085852370521821,0.14945065263485846,-0.07895177427282074,-0.9196474382782873,0.5930081745054601,0.6706632848391079,-17.566814743258007
-0.10952777161806826,0.6141672023223306,-0.9578601391799753,-0.5733415546572567,0.7607856340530541,0.24208464042722366,-0.9394104000970576,0.17082238573114394,0.45949186327866265,0.07467978476607806,-1.4074223409926734
-0.7085382652998156,-0.43562760979012904,0.49323020331445466,-0.19029157989210188,0.15278383387897998,0.5042332502070412,-0.9680938782554565,-0.4615462161644752,-0.09083862883919691,0.44852194911038934,-4.718883631535315
-0.850769000137344,-0.062393169538403015,0.7758612015033557,-0.9020167266062826,0.2841845874201987,-0.5361235301288798,0.4673437304621344,-0.9619174482730735,-0.6653302521921034,0.9397180545173989,-2.052238728028315
0.23928982945830546,0.8273176606671089,0.10497797769220774,-0.01779127220566279,0.526440127342148,0.48796086549910944,-0.10375389869557239,-0.7343606084010581,0.5384270241481701,0.8758518224048222,20.714904060747298
-0.8036610906595498,0.9456731192186927,0.9891867202261697,-0.15815841953827392,0.2551606513050997,0.8745609544165796,-0.1536862978359248,0.15947601986616,-0.9567241552111592,0.2350121430482941,5.912751870961536
