x1,x2,y
-2.5,-2.5,0.0
-2.45,-2.5,0.0
-2.4,-2.5,0.0
-2.3499999999999996,-2.5,0.0
-2.3000000000000003,-2.5,0.0
-2.25,-2.5,0.0
-2.2,-2.5,0.0
-2.15,-2.5,0.0
-2.1,-2.5,0.0
-2.0500000000000003,-2.5,0.0
-2.0,-2.5,0.0
-1.9500000000000002,-2.5,0.0
-1.9,-2.5,0.0
-1.85,-2.5,0.0
-1.7999999999999998,-2.5,0.0
-1.75,-2.5,0.0
-1.6999999999999997,-2.5,0.0
-1.65,-2.5,0.0
-1.6,-2.5,0.0
-1.55,-2.5,0.0
-1.5,-2.5,0.0
-1.4500000000000002,-2.5,0.0
-1.4000000000000001,-2.5,0.0
-1.35,-2.5,0.0
-1.3,-2.5,0.0
-1.25,-2.5,0.0
-1.2,-2.5,0.0
-1.15,-2.5,0.0
-1.0999999999999999,-2.5,0.0
-1.05,-2.5,0.0
-1.0,-2.5,0.0
-0.95,-2.5,0.0
-0.8999999999999999,-2.5,0.0
-0.8499999999999999,-2.5,0.0
-0.7999999999999998,-2.5,0.0
-0.7500000000000001,-2.5,0.0
-0.7000000000000001,-2.5,0.0
-0.65,-2.5,0.0
-0.6,-2.5,0.0
-0.5499999999999999,-2.5,0.0
-0.4999999999999999,-2.5,0.0
-0.4500000000000001,-2.5,0.0
-0.4000000000000001,-2.5,0.0
-0.35000000000000003,-2.5,0.0
-0.3,-2.5,0.0
-0.24999999999999994,-2.5,0.0
-0.1999999999999999,-2.5,0.0
-0.15000000000000013,-2.5,0.0
-0.10000000000000009,-2.5,0.0
-0.050000000000000044,-2.5,0.0
0.0,-2.5,0.0
0.050000000000000044,-2.5,0.0
0.10000000000000009,-2.5,0.0
0.15000000000000013,-2.5,0.0
0.20000000000000018,-2.5,0.0
0.2500000000000002,-2.5,0.0
0.30000000000000027,-2.5,0.0
0.34999999999999976,-2.5,0.0
0.3999999999999998,-2.5,0.0
0.44999999999999984,-2.5,0.0
0.4999999999999999,-2.5,0.0
0.5499999999999999,-2.5,0.0
0.6,-2.5,0.0
0.65,-2.5,0.0
0.7000000000000001,-2.5,0.0
0.7500000000000001,-2.5,0.0
0.8000000000000002,-2.5,0.0
0.8500000000000002,-2.5,0.0
0.9000000000000002,-2.5,0.0
0.9499999999999997,-2.5,0.0
0.9999999999999998,-2.5,0.0
1.0499999999999998,-2.5,0.0
1.0999999999999999,-2.5,0.0
1.15,-2.5,0.0
1.2,-2.5,0.0
1.25,-2.5,0.0
1.3,-2.5,0.0
1.35,-2.5,0.0
1.4000000000000001,-2.5,0.0
1.4500000000000002,-2.5,0.0
1.5000000000000002,-2.5,0.0
1.5500000000000003,-2.5,0.0
1.5999999999999996,-2.5,0.0
1.65,-2.5,0.0
1.6999999999999997,-2.5,0.0
1.75,-2.5,0.0
1.7999999999999998,-2.5,0.0
1.85,-2.5,0.0
1.9,-2.5,0.0
1.9500000000000002,-2.5,0.0
2.0,-2.5,0.0
2.0500000000000003,-2.5,0.0
2.1,-2.5,0.0
2.1500000000000004,-2.5,0.0
2.1999999999999997,-2.5,0.0
2.25,-2.5,0.0
2.3,-2.5,0.0
2.3499999999999996,-2.5,0.0
2.4,-2.5,0.0
2.45,-2.5,0.0
-2.5,-2.45,0.0
-2.45,-2.45,0.0
-2.4,-2.45,0.0
-2.3499999999999996,-2.45,0.0
-2.3000000000000003,-2.45,0.0
-2.25,-2.45,0.0
-2.2,-2.45,0.0
-2.15,-2.45,0.0
-2.1,-2.45,0.0
-2.0500000000000003,-2.45,0.0
-2.0,-2.45,0.0
-1.9500000000000002,-2.45,0.0
-1.9,-2.45,0.0
-1.85,-2.45,0.0
-1.7999999999999998,-2.45,0.0
-1.75,-2.45,0.0
-1.6999999999999997,-2.45,0.0
-1.65,-2.45,0.0
-1.6,-2.45,0.0
-1.55,-2.45,0.0
-1.5,-2.45,0.0
-1.4500000000000002,-2.45,0.0
-1.4000000000000001,-2.45,0.0
-1.35,-2.45,0.0
-1.3,-2.45,0.0
-1.25,-2.45,0.0
-1.2,-2.45,0.0
-1.15,-2.45,0.0
-1.0999999999999999,-2.45,0.0
-1.05,-2.45,0.0
-1.0,-2.45,0.0
-0.95,-2.45,0.0
-0.8999999999999999,-2.45,0.0
-0.8499999999999999,-2.45,0.0
-0.7999999999999998,-2.45,0.0
-0.7500000000000001,-2.45,0.0
-0.7000000000000001,-2.45,0.0
-0.65,-2.45,0.0
-0.6,-2.45,0.0
-0.5499999999999999,-2.45,0.0
-0.4999999999999999,-2.45,0.0
-0.4500000000000001,-2.45,0.0
-0.4000000000000001,-2.45,0.0
-0.35000000000000003,-2.45,0.0
-0.3,-2.45,0.0
-0.24999999999999994,-2.45,0.0
-0.1999999999999999,-2.45,0.0
-0.15000000000000013,-2.45,0.0
-0.10000000000000009,-2.45,0.0
-0.050000000000000044,-2.45,0.0
0.0,-2.45,0.0
0.050000000000000044,-2.45,0.0
0.10000000000000009,-2.45,0.0
0.15000000000000013,-2.45,0.0
0.20000000000000018,-2.45,0.0
0.2500000000000002,-2.45,0.0
0.30000000000000027,-2.45,0.0
0.34999999999999976,-2.45,0.0
0.3999999999999998,-2.45,0.0
0.44999999999999984,-2.45,0.0
0.4999999999999999,-2.45,0.0
0.5499999999999999,-2.45,0.0
0.6,-2.45,0.0
0.65,-2.45,0.0
0.7000000000000001,-2.45,0.0
0.7500000000000001,-2.45,0.0
0.8000000000000002,-2.45,0.0
0.8500000000000002,-2.45,0.0
0.9000000000000002,-2.45,0.0
0.9499999999999997,-2.45,0.0
0.9999999999999998,-2.45,0.0
1.0499999999999998,-2.45,0.0
1.0999999999999999,-2.45,0.0
1.15,-2.45,0.0
1.2,-2.45,0.0
1.25,-2.45,0.0
1.3,-2.45,0.0
1.35,-2.45,0.0
1.4000000000000001,-2.45,0.0
1.4500000000000002,-2.45,0.0
1.5000000000000002,-2.45,0.0
1.5500000000000003,-2.45,0.0
1.5999999999999996,-2.45,0.0
1.65,-2.45,0.0
1.6999999999999997,-2.45,0.0
1.75,-2.45,0.0
1.7999999999999998,-2.45,0.0
1.85,-2.45,0.0
1.9,-2.45,0.0
1.9500000000000002,-2.45,0.0
2.0,-2.45,0.0
2.0500000000000003,-2.45,0.0
2.1,-2.45,0.0
2.1500000000000004,-2.45,0.0
2.1999999999999997,-2.45,0.0
2.25,-2.45,0.0
2.3,-2.45,0.0
2.3499999999999996,-2.45,0.0
2.4,-2.45,0.0
2.45,-2.45,0.0
-2.5,-2.4,0.0
-2.45,-2.4,0.0
-2.4,-2.4,0.0
-2.3499999999999996,-2.4,0.0
-2.3000000000000003,-2.4,0.0
-2.25,-2.4,0.0
-2.2,-2.4,0.0
-2.15,-2.4,0.0
-2.1,-2.4,0.0
-2.0500000000000003,-2.4,0.0
-2.0,-2.4,0.0
-1.9500000000000002,-2.4,0.0
-1.9,-2.4,0.0
-1.85,-2.4,0.0
-1.7999999999999998,-2.4,0.0
-1.75,-2.4,0.0
-1.6999999999999997,-2.4,0.0
-1.65,-2.4,0.0
-1.6,-2.4,0.0
-1.55,-2.4,0.0
-1.5,-2.4,0.0
-1.4500000000000002,-2.4,0.0
-1.4000000000000001,-2.4,0.0
-1.35,-2.4,0.0
-1.3,-2.4,0.0
-1.25,-2.4,0.0
-1.2,-2.4,0.0
-1.15,-2.4,0.0
-1.0999999999999999,-2.4,0.0
-1.05,-2.4,0.0
-1.0,-2.4,0.0
-0.95,-2.4,0.0
-0.8999999999999999,-2.4,0.0
-0.8499999999999999,-2.4,0.0
-0.7999999999999998,-2.4,0.0
-0.7500000000000001,-2.4,0.0
-0.7000000000000001,-2.4,0.0
-0.65,-2.4,0.0
-0.6,-2.4,0.0
-0.5499999999999999,-2.4,0.0
-0.4999999999999999,-2.4,0.0
-0.4500000000000001,-2.4,0.0
-0.4000000000000001,-2.4,0.0
-0.35000000000000003,-2.4,0.0
-0.3,-2.4,0.0
-0.24999999999999994,-2.4,0.0
-0.1999999999999999,-2.4,0.0
-0.15000000000000013,-2.4,0.0
-0.10000000000000009,-2.4,0.0
-0.050000000000000044,-2.4,0.0
0.0,-2.4,0.0
0.050000000000000044,-2.4,0.0
0.10000000000000009,-2.4,0.0
0.15000000000000013,-2.4,0.0
0.20000000000000018,-2.4,0.0
0.2500000000000002,-2.4,0.0
0.30000000000000027,-2.4,0.0
0.34999999999999976,-2.4,0.0
0.3999999999999998,-2.4,0.0
0.44999999999999984,-2.4,0.0
0.4999999999999999,-2.4,0.0
0.5499999999999999,-2.4,0.0
0.6,-2.4,0.0
0.65,-2.4,0.0
0.7000000000000001,-2.4,0.0
